,sentence1,sentence2,similarity_score,sent1_len,sent2_len,aug1
218,Una persona toca el teclado.,Alguien está tocando un teclado.,1.0,5,5,Una persona está ejecutando melodías en el teclado.
219,Un hombre está disparando un arma.,Un hombre está escupiendo.,0.0,6,4,Un hombre está efectuando un disparo con un arma.
220,Alguien está cortando una cebolla.,Someoen está pelando una patata.,0.2,5,5,Alguien está partiendo una cebolla.
221,Un hombre está nadando.,Una mujer está cortando carne.,0.0,4,5,Un varón está nadando en el agua.
222,Un hombre está tocando la guitarra.,Un hombre toca una guitarra acústica.,0.75,6,6,Un hombre está interpretando la guitarra.
223,Una mujer está cortando una calabaza.,Una mujer está montando un elefante.,0.0800000011920929,6,6,Una fémina está cortando un calabacín.
224,Una mujer está bailando.,Una mujer está amasando masa.,0.0800000011920929,4,5,Una mujer está danzando.
225,Una mujer está rompiendo huevos en un tazón.,Una mujer está colocando pinchos en un estante.,0.12000000476837158,8,8,Una dama está quebrando huevos en un recipiente.
226,Un coche se está moviendo a través de una carretera.,Un coche está conduciendo por la carretera.,0.8,10,7,Un automóvil se está desplazando por una vía.
227,Alguien está engrasando una sartén.,Smeone se está acostando.,0.0800000011920929,5,4,Alguien está aceitando una sartén.
228,Un hombre está tocando la guitarra.,Un hombre está escurriendo la pasta.,0.0800000011920929,6,6,Un caballero está tañendo la guitarra.
229,Una mujer está bebiendo vodka.,Una mujer está haciendo ejercicio.,0.0800000011920929,5,5,Una señora está ingiriendo vodka.
230,Una mujer está cortando la carne en pedazos.,Una mujer está cortando algo de carne.,0.9600000381469727,8,7,Una dama está dividiendo la carne en trozos.
231,Un hombre está enjuagando un filete.,Un hombre está tocando una guitarra.,0.12000000476837158,6,6,Un caballero está lavando un bistec.
232,Un hombre está vendiendo artículos.,Un hombre está limpiando la casa.,0.1600000023841858,5,6,Un varón está comercializando productos.
233,Un hombre está saltando un muro.,Un hombre salta a una pared corta.,0.6400000095367432,6,7,Un hombre está brincando una valla.
234,Los corredores corren alrededor de una pista.,Los corredores compiten en una carrera.,0.6400000095367432,7,6,Los atletas están circundando una pista de carreras.
235,Un hombre está pateando una pelota de fútbol.,Un hombre está mezclando un tazón.,0.12000000476837158,8,6,Un hombre está impactando un balón de fútbol con el pie.
236,Una mujer está friendo algo.,Una mujer está montando a caballo.,0.12000000476837158,5,6,Una fémina está cocinando algo en abundante aceite.
237,Un gato está lamiendo a un tonto.,Una mujer está cortando pepino.,0.0,7,5,Un felino está pasando la lengua sobre un necio.
238,Una mujer está bailando junto al fuego.,Una mujer está tomando un baño.,0.27999999523162844,7,6,Una dama está realizando una danza junto a una fogata.
239,El hombre está abriendo un pescado en rodajas.,Un hombre está cortando una patata.,0.4400000095367432,8,6,El individuo está cortando un pez en lonjas.
240,La mantequilla se derrite en una sartén.,Un hombre está derritiendo mantequilla en una sartén.,0.7199999809265136,7,8,La mantequilla se funde en un sartén.
241,Tres chicos están bailando.,Los niños están bailando.,0.6222000122070312,4,4,Tres jóvenes están bailando.
242,Una mujer está jugando un juego con un hombre.,Un hombre está tocando el piano.,0.12000000476837158,9,6,Una dama está disfrutando de un juego con un caballero.
243,El hombre está conduciendo un coche blanco.,Un hombre está dando una entrevista.,0.0800000011920929,7,6,El caballero está manejando un automóvil blanco.
244,Un hombre condujo su coche.,Un hombre está conduciendo un coche.,0.85,5,6,Un hombre manejó su automóvil.
245,Un coche retrocede en un espacio.,Un coche está saliendo de un carril bloqueado.,0.6,6,8,Un automóvil retrocede en un espacio.
246,Un hombre pone un poco de queso en una pizza.,El hombre espolvoreó queso en la pizza.,1.0,10,7,Un hombre coloca un poco de queso en una pizza.
247,El chico está tocando el piano.,Un chico toca el piano.,1.0,6,5,El muchacho está tañendo el piano.
248,El hombre tocaba su guitarra.,Un hombre está tocando una guitarra.,0.75,5,6,El hombre tocaba su guitarra.
249,Un hombre está montando a caballo.,Un hombre está tocando un teclado.,0.04000000059604645,6,6,Un hombre está montando a caballo.
250,Un hombre está caminando sobre una cuerda.,Un hombre está montando una alfombrilla.,0.0800000011920929,7,6,Un varón se encuentra desplazándose sobre una soga.
251,Una chica está tocando la flauta.,Una banda está tocando en un escenario.,0.2572000026702881,6,7,Una joven está interpretando melodías con una flauta.
252,La gente se baja de un tren.,Un grupo de personas se baja de un tren.,0.9199999809265137,7,9,Los pasajeros están descendiendo de un ferrocarril.
253,Una mujer está cosiendo en una máquina.,Una mujer está empanando algo de carne.,0.12000000476837158,7,7,Una dama está confeccionando prendas con una máquina de coser.
254,Un perro está mirando la piscina.,Un perro está caminando alrededor de una piscina.,0.4,6,8,Un canino se encuentra observando la alberca.
255,Un hombre está untando con mantequilla un pedazo de pan.,Un hombre está poniendo mantequilla en el pan.,1.0,10,8,Un caballero está aplicando mantequilla sobre una rebanada de pan.
256,Un hombre está cortando tomates en trozos.,Una mujer está cortando algunas verduras.,0.3599999904632568,7,6,Un hombre se encuentra rebanando jitomates en porciones.
257,Tres adolescentes bailaron en la habitación.,Algunas adolescentes están bailando para la cámara.,0.48000001907348633,6,7,Tres jóvenes realizaron una danza en el cuarto.
258,Un león está caminando.,Un león está paseando en un corral.,0.48000001907348633,4,7,Un león se desplaza a paso lento.
259,Un hombre disparando a un coche.,Un hombre está cortando una patata.,0.0800000011920929,6,6,Un hombre está efectuando disparos hacia un automóvil.
260,Un caballo negro está corriendo por ahí.,El caballo está corriendo.,0.8399999618530274,7,4,Un corcel negro se encuentra galopando libremente.
261,Una mujer está desovando camarones.,Un hombre está bailando bajo la lluvia.,0.0,5,7,Una dama está incubando gambas.
262,Un hombre está montando a caballo.,Una mujer está lavando un congelador.,0.0,6,6,Un varón está cabalgando sobre un équido.
263,Un hombre camina por un sendero.,Un hombre camina a través de una cuerda floja.,0.1600000023841858,6,9,Un individuo se desplaza por una vereda.
264,Un hombre está cortando una patata.,Una mujer está cortando un jalepeno.,0.27999999523162844,6,6,Un hombre está partiendo un tubérculo.
265,Un perro está ladrando a un baile.,Un perro nada después de una pelota de tenis.,0.3,7,9,Un can está aullando en un baile.
266,Un niño huye de un pez que se balancea en una caña de pescar.,Un niño pequeño está corriendo alrededor de una caña de pescar.,0.5,14,11,Un infante escapa de un pez que se mece en una vara de pescar.
267,Un hombre está caminando por un sendero a través de la naturaleza.,Un hombre está caminando por un camino.,0.5,12,7,Un hombre avanza por un camino rodeado de naturaleza.
268,Un anciano está hablando en un podio.,Un hombre está dando un discurso en el podio.,0.7,7,9,Un anciano está dirigiéndose a una audiencia desde un atril.
269,Un hombre montando a caballo en cámara lenta.,Un hombre está montando a caballo.,0.6800000190734863,8,6,Un hombre monta a caballo en una secuencia a cámara lenta.
270,Una persona está cortando un poco de queso burrata.,La persona está cortando queso.,0.7599999904632568,9,5,Un individuo está cortando una porción de queso burrata.
271,El hombre está disparando un rifle automático.,Un hombre está disparando un arma.,0.7599999904632568,7,6,El caballero está disparando un fusil automático.
272,Un hombre está aplastando el ajo con el dorso de un cuchillo.,Una mujer está cortando carne con un cuchillo.,0.3,12,8,Un varón está machacando el ajo con la parte posterior de un cuchillo.
273,Una mujer se está limando las uñas con una lima de cartón.,Una mujer está alimentando a su bebé con un biberón.,0.1,12,10,Una dama se está limando las uñas con una lima de papel.
274,Un hombre está montando un monopatín.,Una mujer está cortando una patata.,0.0,6,6,Un hombre está ensamblando una patineta.
275,Una mujer se está duchando.,Un hombre está montando un caballo blanco.,0.0,5,7,Una mujer se está bañando en la ducha.
276,Un hombre está bailando.,Un hombre está montando a caballo.,0.1600000023841858,4,6,Un hombre está bailando al ritmo de la música.
277,Un hombre está remando un bote.,Un hombre está disparando un arma.,0.17000000476837157,6,6,Un varón está remando en una embarcación.
278,Un hombre se está columpiando de una cuerda atada al techo.,Un hombre se está columpiando en una cuerda.,0.6800000190734863,11,8,Un hombre se está balanceando en una cuerda sujeta al techo.
279,Una mujer está montando a caballo en una playa.,Un hombre lleva a otro hombre a la espalda.,0.0800000011920929,9,9,Una dama está cabalgando en una playa.
280,Un hombre sostiene un pequeño animal en una mano.,Un hombre muestra un pequeño mono.,0.35,9,6,Un individuo sujeta un diminuto ser vivo en una de sus manos.
281,Una persona está doblando un trozo de papel cuadrado.,Un hombre está doblando papel.,0.65,9,5,Una persona está plegando un pedazo de papel de forma cuadrada.
282,Una persona está friendo carne en una sartén.,Una persona está sosteniendo una mofeta.,0.15,8,6,Una persona está cocinando carne en un sartén.
283,Un chimpancé está lastimando a una mujer.,Un hombre está conduciendo un coche.,0.0,7,6,Un chimpancé está hiriendo a una dama.
284,La mujer está pelando camarones.,El hombre está sosteniendo un lémur.,0.0,5,6,La dama está quitando la cáscara de los camarones.
285,Dos cebras están jugando.,Las cebras están socializando.,0.85,4,4,Dos cebras están divirtiéndose.
286,Una mujer está cortando mantequilla.,Una mujer corta el tofu.,0.3599999904632568,5,5,Una mujer está cortando mantequilla en rodajas.
287,Algunos hombres están tocando la guitarra.,Tres hombres están tocando la guitarra y cantando juntos.,0.6400000095367432,6,9,Algunos hombres están tocando música con sus guitarras.
288,Los elefantes se rociaron con agua.,Los elefantes se rocían con agua.,0.7199999809265136,6,6,Los elefantes se están rociando con agua.
289,Un perro se sentó en el mostrador de una tienda.,El perro está de pie en el mostrador.,0.5199999809265137,10,8,Un canino se sentó en el mostrador de una tienda.
290,Alguien hace un agujero en una tira de madera con un taladro eléctrico.,Un hombre hace un agujero en un trozo de madera.,0.6400000095367432,13,10,Alguien perfora un orificio en una pieza de madera utilizando un taladro eléctrico.
291,Una mujer está cortando algunas verduras.,La mujer está cortando el ajo en cubitos.,0.5599999904632569,6,8,Una dama se encuentra cortando diversas hortalizas.
292,Un tejón está cavando un agujero.,Un tejón está cavando la tierra.,0.9199999809265137,6,6,Un tejón excava una madriguera.
293,Una mujer está haciendo esquí acuático en un lago.,Un hombre está tocando una flauta.,0.0,9,6,Una mujer practica esquí acuático en un lago.
294,Una chica está tocando un violín.,Un bebé está riendo y riéndose.,0.05,6,6,Una joven toca un violín.
295,Un helicóptero está aterrizando en un helipuerto.,Un helicóptero aterriza.,0.784600019454956,7,3,Un helicóptero desciende en un helipuerto.
296,Una mujer está cortando un pollo.,Una mujer está cortando carne.,0.55,6,5,Una mujer se halla cortando un pollo.
297,Una mujer está cortando un pepino.,Un hombre está tocando una guitarra.,0.0,6,6,Una mujer trocea un pepino.
298,Una mujer monta un elefante frente a una multitud que la adora.,Una mujer monta un elefante.,0.6,12,5,Una mujer cabalga un elefante ante una multitud que la idolatra.
299,Un cachorro se desliza hacia atrás por el suelo.,Un cachorro se empuja a sí mismo hacia atrás.,0.7599999904632568,9,9,Un cachorro resbala hacia atrás por el suelo.
300,Una mujer parte los dientes de ajo.,Una mujer está rompiendo una cabeza de ajo en dientes.,0.9199999809265137,7,10,Una dama divide los ajos con sus manos.
301,Un perro está mirando la piscina.,Un perro está caminando por el borde de una piscina.,0.5199999809265137,6,10,Un canino observa fijamente la piscina.
302,Una mujer mezcla un tratamiento de belleza en un vaso.,Una mujer está mezclando una crema en un vaso con una cuchara.,0.7199999809265136,10,12,Una mujer combina un tratamiento estético en un recipiente.
303,Un hombre está haciendo un dibujo.,Una persona está dibujando.,0.7199999809265136,6,4,Un varón se encuentra realizando un dibujo.
304,Una mujer está recogiendo tomates.,Una mujer está vertiendo la masa en un tazón.,0.2,5,9,Una dama se encuentra recolectando tomates.
305,Un hombre está mirando el monitor de un ordenador.,Un hombre está usando un portátil.,0.55,9,6,Un hombre dirige su mirada hacia la pantalla de una computadora.
306,El chico está montando un triciclo.,Una mujer está montando un scooter acuático.,0.25,6,7,El niño se encuentra ensamblando un triciclo.
307,Dos hombres compiten en una carrera de neumáticos.,Dos personas voltearon los neumáticos de un tractor en una carrera.,0.55,8,11,Dos hombres rivalizan en una carrera de llantas.
308,Una persona está cortando una carne.,Una persona que monta un toro mecánico,0.0,6,7,Una persona se encuentra cortando una pieza de carne.
